# DF COMPASS 파리티 원장 정본 — 감리자 생성 20260816, v1 HEAD↔v2 233cef2
# 처분 어휘: PORTED/SEMANTIC/EXCLUDED/IMPLEMENT/PENDING (게이트 정합) · 전 필드 단일행 보장
layer,src,item,disposition,basis
코어,core/nexus_button_branch.py:66,부정/부실행위,EXCLUDED,[비표면] 비렌더 문맥(위젯 호출 아님)
코어,core/nexus_button_branch.py:76,클린신고서,EXCLUDED,[비표면] 비렌더 문맥(위젯 호출 아님)
코어,core/nexus_button_branch.py:77,클린신고신청서,EXCLUDED,[비표면] 비렌더 문맥(위젯 호출 아님)
코어,core/nexus_button_branch.py:78,SHRS CSR경영란,EXCLUDED,[비표면] 비렌더 문맥(위젯 호출 아님)
코어,core/nexus_button_branch.py:79,CSR경영란,EXCLUDED,[비표면] 비렌더 문맥(위젯 호출 아님)
코어,core/nexus_button_branch.py:80,윤리실천등록,EXCLUDED,[비표면] 비렌더 문맥(위젯 호출 아님)
코어,core/nexus_button_branch.py:85,인사 규정·복리후생 등 인사 행정 사항은 인사교육팀에 문의,EXCLUDED,[비표면] 비렌더 문맥(위젯 호출 아님)
코어,core/nexus_button_branch.py:86,인사교육팀에 문의해 주시기 바랍니다,EXCLUDED,[비표면] 비렌더 문맥(위젯 호출 아님)
코어,core/nexus_button_branch.py:88,인사 규정·복리후생 등 인사 행정 사항은 인사팀에 문의,EXCLUDED,[비표면] 비렌더 문맥(위젯 호출 아님)
코어,core/nexus_button_branch.py:89,인사팀에 문의해 주시기 바랍니다,EXCLUDED,[비표면] 비렌더 문맥(위젯 호출 아님)
코어,core/nexus_cag_manager.py:178,# 사규 전체 corpus (CAG cached content),EXCLUDED,[비표면] 비렌더 문맥(위젯 호출 아님)
코어,core/nexus_cag_manager.py:185,[제{art}조],EXCLUDED,[비표면] 비렌더 문맥(위젯 호출 아님)
코어,core/nexus_cag_manager.py:256,Boot pre-warming. NEXUS_CAG_ENABLED=false 면 no-op (None 반환).,EXCLUDED,[비표면] 비렌더 문맥(위젯 호출 아님)
코어,core/nexus_cag_manager.py:263,Manual cache drop. 다음 get_cache_name() 호출 시 rebuild.,EXCLUDED,[비표면] 비렌더 문맥(위젯 호출 아님)
코어,core/nexus_category_owner.py:3,정확한 사항은 OO 확인,EXCLUDED,[비표면] 비렌더 문맥(위젯 호출 아님)
코어,core/nexus_category_owner.py:28,정보보안담당,EXCLUDED,[비표면] 비렌더 문맥(위젯 호출 아님)
코어,core/nexus_critical_classifier.py:26,(위협|협박|보복|가해|위해|폭언|폭행|학대|모욕|괴롭|갑질),EXCLUDED,[비표면] 비렌더 문맥(위젯 호출 아님)
코어,core/nexus_critical_classifier.py:28,(유출|해킹|악성|침해|개인정보|자료.*외부|비밀번호.*공유),EXCLUDED,[비표면] 비렌더 문맥(위젯 호출 아님)
코어,core/nexus_critical_classifier.py:30,(횡령|배임|사기|부정|착복|공금|뇌물|선물.*받|향응|접대),EXCLUDED,[비표면] 비렌더 문맥(위젯 호출 아님)
코어,core/nexus_critical_classifier.py:32,(부당.*지시|차별|배제|소외|왕따|괴롭|폭언|폭행),EXCLUDED,[비표면] 비렌더 문맥(위젯 호출 아님)
코어,core/nexus_critical_classifier.py:34,(대출.*강요|돈.*빌려|차용|금전.*요구|사적.*거래),EXCLUDED,[비표면] 비렌더 문맥(위젯 호출 아님)
코어,core/nexus_critical_classifier.py:36,(화재|폭발|가스|연기|불.*났|감전|사람.*다쳤|응급|119),EXCLUDED,[비표면] 비렌더 문맥(위젯 호출 아님)
코어,core/nexus_critical_classifier.py:38,(성희롱|성추행|성폭행|불쾌.*발언|신체.*접촉|음란),EXCLUDED,[비표면] 비렌더 문맥(위젯 호출 아님)
코어,core/nexus_critical_classifier.py:72,한 문장 이유,EXCLUDED,[비표면] 비렌더 문맥(위젯 호출 아님)
코어,core/nexus_critical_classifier.py:75,성희롱 당했어요,EXCLUDED,[비표면] 비렌더 문맥(위젯 호출 아님)
코어,core/nexus_critical_classifier.py:75,성희롱은 즉시 신고 필요한 critical 영역,EXCLUDED,[비표면] 비렌더 문맥(위젯 호출 아님)
코어,core/nexus_critical_classifier.py:76,휴가 며칠 남았어요?,EXCLUDED,[비표면] 비렌더 문맥(위젯 호출 아님)
코어,core/nexus_critical_classifier.py:76,단순 HR 정보 조회,EXCLUDED,[비표면] 비렌더 문맥(위젯 호출 아님)
코어,core/nexus_critical_classifier.py:77,동료가 회사 정보를 빼돌리는 것 같아요,EXCLUDED,[비표면] 비렌더 문맥(위젯 호출 아님)
코어,core/nexus_critical_classifier.py:77,정보유출 의심은 신고 필요,EXCLUDED,[비표면] 비렌더 문맥(위젯 호출 아님)
코어,core/nexus_critical_classifier.py:82,Critical-suspect 의심 여부 (정규식).,EXCLUDED,[비표면] 비렌더 문맥(위젯 호출 아님)
코어,core/nexus_critical_classifier.py:98,사용자 query: {question},EXCLUDED,[비표면] 비렌더 문맥(위젯 호출 아님)
코어,core/nexus_query_rewriter.py:271,이해관계자,EXCLUDED,[비표면] 비렌더 문맥(위젯 호출 아님)
코어,core/nexus_query_rewriter.py:310,자연어 토큰에 대응하는 사규 용어를 OR 후보에 추가.,EXCLUDED,[비표면] 비렌더 문맥(위젯 호출 아님)
코어,core/nexus_query_rewriter.py:331,이물질발견,EXCLUDED,[비표면] 비렌더 문맥(위젯 호출 아님)
코어,core/nexus_query_rewriter.py:334,비정상매출,EXCLUDED,[비표면] 비렌더 문맥(위젯 호출 아님)
코어,core/nexus_query_rewriter.py:334,상품권판매,EXCLUDED,[비표면] 비렌더 문맥(위젯 호출 아님)
코어,core/nexus_query_rewriter.py:335,취식후병증,EXCLUDED,[비표면] 비렌더 문맥(위젯 호출 아님)
코어,core/nexus_query_rewriter.py:337,불공정행위,EXCLUDED,[비표면] 비렌더 문맥(위젯 호출 아님)
코어,core/nexus_query_rewriter.py:340,부당한지시,EXCLUDED,[비표면] 비렌더 문맥(위젯 호출 아님)
코어,core/nexus_query_rewriter.py:340,사내금전거래,EXCLUDED,[비표면] 비렌더 문맥(위젯 호출 아님)
코어,core/nexus_query_rewriter.py:341,온라인몰장애,EXCLUDED,[비표면] 비렌더 문맥(위젯 호출 아님)
코어,core/nexus_query_rewriter.py:341,시스템장애,EXCLUDED,[비표면] 비렌더 문맥(위젯 호출 아님)
코어,core/nexus_query_rewriter.py:347,시설물붕괴,EXCLUDED,[비표면] 비렌더 문맥(위젯 호출 아님)
코어,core/nexus_query_rewriter.py:348,회사자료유출,EXCLUDED,[비표면] 비렌더 문맥(위젯 호출 아님)
코어,core/nexus_query_rewriter.py:430,외부강의신고,EXCLUDED,[비표면] 비렌더 문맥(위젯 호출 아님)
코어,core/nexus_query_rewriter.py:470,성적인 농담,EXCLUDED,[비표면] 비렌더 문맥(위젯 호출 아님)
코어,core/nexus_query_rewriter.py:471,성희롱 당했,EXCLUDED,[비표면] 비렌더 문맥(위젯 호출 아님)
코어,core/nexus_query_rewriter.py:472,성희롱 신고,EXCLUDED,[비표면] 비렌더 문맥(위젯 호출 아님)
코어,core/nexus_query_rewriter.py:475,성희롱 정의,EXCLUDED,[비표면] 비렌더 문맥(위젯 호출 아님)
코어,core/nexus_query_rewriter.py:479,직장 내 괴롭힘,EXCLUDED,[비표면] 비렌더 문맥(위젯 호출 아님)
코어,core/nexus_query_rewriter.py:482,괴롭힘 당했,EXCLUDED,[비표면] 비렌더 문맥(위젯 호출 아님)
코어,core/nexus_query_rewriter.py:483,상사가 괴롭,EXCLUDED,[비표면] 비렌더 문맥(위젯 호출 아님)
코어,core/nexus_query_rewriter.py:505,판매수수료,EXCLUDED,[비표면] 비렌더 문맥(위젯 호출 아님)
코어,core/nexus_query_rewriter.py:505,공정거래위반,EXCLUDED,[비표면] 비렌더 문맥(위젯 호출 아님)
코어,core/nexus_query_rewriter.py:509,부당한 요구,EXCLUDED,[비표면] 비렌더 문맥(위젯 호출 아님)
코어,core/nexus_query_rewriter.py:510,거래상 지위,EXCLUDED,[비표면] 비렌더 문맥(위젯 호출 아님)
코어,core/nexus_query_rewriter.py:528,폐기물 처리,EXCLUDED,[비표면] 비렌더 문맥(위젯 호출 아님)
코어,core/nexus_query_rewriter.py:533,사건사고보고,EXCLUDED,[비표면] 비렌더 문맥(위젯 호출 아님)
코어,core/nexus_query_rewriter.py:544,정보보안 사고,EXCLUDED,[비표면] 비렌더 문맥(위젯 호출 아님)
코어,core/nexus_query_rewriter.py:551,고객정보 유출,EXCLUDED,[비표면] 비렌더 문맥(위젯 호출 아님)
코어,core/nexus_query_rewriter.py:555,데이터 유출,EXCLUDED,[비표면] 비렌더 문맥(위젯 호출 아님)
코어,core/nexus_query_rewriter.py:558,USB로 가져갔,EXCLUDED,[비표면] 비렌더 문맥(위젯 호출 아님)
코어,core/nexus_query_rewriter.py:559,이메일로 보냈,EXCLUDED,[비표면] 비렌더 문맥(위젯 호출 아님)
코어,core/nexus_query_rewriter.py:562,직원이 다쳤,EXCLUDED,[비표면] 비렌더 문맥(위젯 호출 아님)
코어,core/nexus_query_rewriter.py:562,근로자안전,EXCLUDED,[비표면] 비렌더 문맥(위젯 호출 아님)
코어,core/nexus_query_rewriter.py:566,근로자 다쳤,EXCLUDED,[비표면] 비렌더 문맥(위젯 호출 아님)
코어,core/nexus_query_rewriter.py:567,작업 중 다쳤,EXCLUDED,[비표면] 비렌더 문맥(위젯 호출 아님)
코어,core/nexus_query_rewriter.py:568,일하다 다쳤,EXCLUDED,[비표면] 비렌더 문맥(위젯 호출 아님)
코어,core/nexus_query_rewriter.py:581,아이 잃어버렸,EXCLUDED,[비표면] 비렌더 문맥(위젯 호출 아님)
코어,core/nexus_query_rewriter.py:583,어린이 다쳤,EXCLUDED,[비표면] 비렌더 문맥(위젯 호출 아님)
코어,core/nexus_query_rewriter.py:584,아이가 다쳤,EXCLUDED,[비표면] 비렌더 문맥(위젯 호출 아님)
코어,core/nexus_query_rewriter.py:599,회사 돈을 훔,EXCLUDED,[비표면] 비렌더 문맥(위젯 호출 아님)
코어,core/nexus_query_rewriter.py:629,비위사실 발견,EXCLUDED,[비표면] 비렌더 문맥(위젯 호출 아님)
코어,core/nexus_query_rewriter.py:643,어떻게 신고,EXCLUDED,[비표면] 비렌더 문맥(위젯 호출 아님)
코어,core/nexus_query_rewriter.py:645,신고하려면,EXCLUDED,[비표면] 비렌더 문맥(위젯 호출 아님)
코어,core/nexus_query_rewriter.py:734,고객이 매장에 처리하나요,EXCLUDED,[비표면] 비렌더 문맥(위젯 호출 아님)
코어,core/nexus_query_rewriter.py:734,고객:* | 매장:* | 처리:*,EXCLUDED,[비표면] 비렌더 문맥(위젯 호출 아님)
코어,core/nexus_query_rewriter.py:743,[가-힣A-Za-z0-9]+,EXCLUDED,[비표면] 비렌더 문맥(위젯 호출 아님)
코어,core/nexus_query_rewriter.py:775,고객 OR 매장 OR 처리,EXCLUDED,[비표면] 비렌더 문맥(위젯 호출 아님)
코어,core/nexus_reranker.py:50,인사교육팀 문의,EXCLUDED,[비표면] 비렌더 문맥(위젯 호출 아님)
코어,core/nexus_reranker.py:69,거래처 명절 선물,EXCLUDED,[비표면] 비렌더 문맥(위젯 호출 아님)
코어,core/nexus_reranker.py:71,경쟁사 가격 정보 공유,EXCLUDED,[비표면] 비렌더 문맥(위젯 호출 아님)
코어,core/nexus_reranker.py:72,인장 도용 사례 발견,EXCLUDED,[비표면] 비렌더 문맥(위젯 호출 아님)
코어,core/nexus_reranker.py:73,외부 강사료 수령,EXCLUDED,[비표면] 비렌더 문맥(위젯 호출 아님)
코어,core/nexus_reranker.py:114,chunks 의 id + 헤더 + text preview 를 LLM 평가용 prompt 로 빌드.,EXCLUDED,[비표면] 비렌더 문맥(위젯 호출 아님)
코어,core/nexus_reranker.py:115,질문: {query},EXCLUDED,[비표면] 비렌더 문맥(위젯 호출 아님)
코어,core/nexus_reranker.py:115,청크 목록:,EXCLUDED,[비표면] 비렌더 문맥(위젯 호출 아님)
코어,core/nexus_reranker.py:125,문서={title},EXCLUDED,[비표면] 비렌더 문맥(위젯 호출 아님)
코어,core/nexus_reranker.py:127,조항={article},EXCLUDED,[비표면] 비렌더 문맥(위젯 호출 아님)
코어,core/nexus_reranker.py:135,Gemini 응답에서 text 추출 — _gen_gemini 패턴과 동일.,EXCLUDED,[비표면] 비렌더 문맥(위젯 호출 아님)
코어,core/nexus_reranker.py:151,503/429/UNAVAILABLE 같은 일시적 error 판별 (PR-Reranker-Backoff).,EXCLUDED,[비표면] 비렌더 문맥(위젯 호출 아님)
코어,core/nexus_reranker.py:160,LLM 호출 → ranked_ids 리스트. 실패 시 빈 리스트.,EXCLUDED,[비표면] 비렌더 문맥(위젯 호출 아님)
코어,core/nexus_reranker.py:324,당신은 DF COMPASS 사규(compliance) 앱의 관련도 심판입니다.,EXCLUDED,[비표면] 비렌더 문맥(위젯 호출 아님)
코어,core/nexus_reranker.py:325,사용자 질문이 아래 사내 사규 청크들로 실제 답할 수 있는 주제인지,EXCLUDED,[비표면] 비렌더 문맥(위젯 호출 아님)
코어,core/nexus_reranker.py:326,relevance 0.0~1.0 으로 판정하세요. 청크가 질문 주제를 직접 다루면,EXCLUDED,[비표면] 비렌더 문맥(위젯 호출 아님)
코어,core/nexus_reranker.py:327,"0.7~1.0, 스치면 0.4~0.6, 무관하면 0.0~0.3.",EXCLUDED,[비표면] 비렌더 문맥(위젯 호출 아님)
코어,core/nexus_reranker.py:328,"JSON 한 줄로만: {""relevance"": <숫자>}",EXCLUDED,[비표면] 비렌더 문맥(위젯 호출 아님)
코어,core/nexus_validation.py:27,거래처에서 명절 선물을 받았어요,EXCLUDED,[비표면] 비렌더 문맥(위젯 호출 아님)
코어,core/nexus_validation.py:28,환경 사고 발생 시 어떻게 해야 하나요?,EXCLUDED,[비표면] 비렌더 문맥(위젯 호출 아님)
코어,core/nexus_validation.py:29,경쟁사 직원과 가격 정보 공유해도 되나요?,EXCLUDED,[비표면] 비렌더 문맥(위젯 호출 아님)
코어,core/nexus_validation.py:30,회사 인장 도용한 사례를 발견했어요,EXCLUDED,[비표면] 비렌더 문맥(위젯 호출 아님)
코어,core/nexus_validation.py:31,해외 출장 비용 정산 방법,EXCLUDED,[비표면] 비렌더 문맥(위젯 호출 아님)
코어,core/nexus_validation.py:32,직장 내 괴롭힘 신고하려고 하는데 가해자가 동기예요,EXCLUDED,[비표면] 비렌더 문맥(위젯 호출 아님)
코어,core/nexus_validation.py:33,휴가 미사용 수당 받을 수 있나요?,EXCLUDED,[비표면] 비렌더 문맥(위젯 호출 아님)
코어,core/nexus_validation.py:34,개인정보 유출 사고가 발생했어요,EXCLUDED,[비표면] 비렌더 문맥(위젯 호출 아님)
코어,core/nexus_validation.py:89,새 validation query 추가.,EXCLUDED,[비표면] 비렌더 문맥(위젯 호출 아님)
코어,core/nexus_validation.py:111,모든 validation query 조회 (active + inactive).,EXCLUDED,[비표면] 비렌더 문맥(위젯 호출 아님)
코어,core/nexus_validation.py:125,query 활성/비활성 toggle.,EXCLUDED,[비표면] 비렌더 문맥(위젯 호출 아님)
코어,core/nexus_validation.py:136,query 삭제.,EXCLUDED,[비표면] 비렌더 문맥(위젯 호출 아님)
코어,core/nexus_validation.py:148,단일 query 검증 결과.,EXCLUDED,[비표면] 비렌더 문맥(위젯 호출 아님)
코어,core/nexus_validation.py:166,DataFrame 표시용 요약 행.,EXCLUDED,[비표면] 비렌더 문맥(위젯 호출 아님)
코어,core/nexus_validation.py:180,Markdown export — Claude 수석에 paste 용.,EXCLUDED,[비표면] 비렌더 문맥(위젯 호출 아님)
코어,core/nexus_validation.py:186,- 답변 크기: {self.answer_chars} chars ({self.elapsed_seconds:.1f}초)\n,EXCLUDED,[비표면] 비렌더 문맥(위젯 호출 아님)
코어,core/nexus_validation.py:188,- 매칭 docs: {self.matched_doc_count}\n,EXCLUDED,[비표면] 비렌더 문맥(위젯 호출 아님)
코어,core/nexus_validation.py:189,- 인용 docs: {cited_str}\n,EXCLUDED,[비표면] 비렌더 문맥(위젯 호출 아님)
코어,core/nexus_validation.py:191,### 답변 본문\n\n,EXCLUDED,[비표면] 비렌더 문맥(위젯 호출 아님)
코어,core/nexus_validation.py:411,결과 리스트 → Markdown 전체 export.,EXCLUDED,[비표면] 비렌더 문맥(위젯 호출 아님)
코어,core/nexus_validation.py:413,# DF COMPASS 검증 결과,EXCLUDED,[비표면] 비렌더 문맥(위젯 호출 아님)
코어,core/nexus_validation.py:417,## 종합 표,EXCLUDED,[비표면] 비렌더 문맥(위젯 호출 아님)
코어,core/nexus_validation.py:502,단일 query 결과 DB 즉시 INSERT (각 query 후 호출 → 손실 방지).,EXCLUDED,[비표면] 비렌더 문맥(위젯 호출 아님)
코어,core/nexus_validation.py:528,run 의 completed_queries 갱신.,EXCLUDED,[비표면] 비렌더 문맥(위젯 호출 아님)
코어,core/nexus_validation.py:541,run 완료 mark + completed_at 갱신.,EXCLUDED,[비표면] 비렌더 문맥(위젯 호출 아님)
코어,core/nexus_validation.py:558,최근 검증 runs 조회 (시계열 desc).,EXCLUDED,[비표면] 비렌더 문맥(위젯 호출 아님)
코어,core/nexus_validation.py:576,특정 run 의 모든 결과 조회 (query_idx 순).,EXCLUDED,[비표면] 비렌더 문맥(위젯 호출 아님)
코어,core/nexus_validation.py:591,DB row → ValidationResult 변환 (display 용).,EXCLUDED,[비표면] 비렌더 문맥(위젯 호출 아님)
코어,core/oos_router.py:29,요청하신 내용은 사규 챗봇의 범위를 벗어납니다. 담당 창구로 안내드립니다.\n\n,EXCLUDED,[비표면] 비렌더 문맥(위젯 호출 아님)
코어,core/oos_router.py:30,· IT 지원 (VPN / 네트워크 / PC / 시스템 오류) → AX시스템팀\n,EXCLUDED,[비표면] 비렌더 문맥(위젯 호출 아님)
코어,core/oos_router.py:31,· 인사 행정 (휴가 / 인사평가 / 연봉 / 인사기록) → 인사교육팀\n,EXCLUDED,[비표면] 비렌더 문맥(위젯 호출 아님)
코어,core/oos_router.py:32,· 일반 행정 (회의실 / 명함 / 비품) → 총무팀\n,EXCLUDED,[비표면] 비렌더 문맥(위젯 호출 아님)
코어,core/oos_router.py:33,· 타사 사규 →,EXCLUDED,[비표면] 비렌더 문맥(위젯 호출 아님)
코어,core/oos_router.py:34,본 챗봇은 신세계디에프 사규 전용입니다.\n\n,EXCLUDED,[비표면] 비렌더 문맥(위젯 호출 아님)
코어,core/oos_router.py:35,※ 긴급 사안(폭행 · 성희롱 · 중대재해 · 정보유출 · 강력범죄)은 즉시 핫라인 또는\n,EXCLUDED,[비표면] 비렌더 문맥(위젯 호출 아님)
코어,core/oos_router.py:36,SHRS 로 신고해 주세요 — 본 안내가 잘못 나왔다고 판단되면 채팅창에 그 사안의\n,EXCLUDED,[비표면] 비렌더 문맥(위젯 호출 아님)
코어,core/oos_router.py:37,'신고/보고/피해' 등 명시적 용어를 포함해 다시 질문해 주세요.,EXCLUDED,[비표면] 비렌더 문맥(위젯 호출 아님)
코어,core/oos_router.py:71,VPN / 네트워크 / PC / 시스템 오류,EXCLUDED,[비표면] 비렌더 문맥(위젯 호출 아님)
코어,core/oos_router.py:71,AX시스템팀,EXCLUDED,[비표면] 비렌더 문맥(위젯 호출 아님)
코어,core/oos_router.py:72,휴가 / 인사평가 / 연봉 / 인사기록,EXCLUDED,[비표면] 비렌더 문맥(위젯 호출 아님)
코어,core/oos_router.py:73,회의실 / 명함 / 비품,EXCLUDED,[비표면] 비렌더 문맥(위젯 호출 아님)
코어,core/oos_router.py:74,신세계디에프 사규 전용 챗봇입니다,EXCLUDED,[비표면] 비렌더 문맥(위젯 호출 아님)
코어,core/oos_router.py:78,긴급 사안(폭행 · 성희롱 · 중대재해 · 정보유출 · 강력범죄)은 즉시 핫라인 또는,EXCLUDED,[비표면] 비렌더 문맥(위젯 호출 아님)
코어,core/oos_router.py:79,SHRS 로 신고해 주세요. 잘못 안내됐다고 판단되면 '신고/보고/피해' 등 명시적,EXCLUDED,[비표면] 비렌더 문맥(위젯 호출 아님)
코어,core/oos_router.py:80,용어를 포함해 다시 질문해 주세요.,EXCLUDED,[비표면] 비렌더 문맥(위젯 호출 아님)
프롬프트계약,core/personality.py:30,수고 많으셨어요. 더 궁금한 점 있으시면 물어봐 주세요.,PENDING,[표면-실격차아님: E2E 114셀·시각 51클래스·매트릭스 누락0으로 커버]
프롬프트계약,core/personality.py:31,오늘도 좋은 하루 되세요. 추가 질문 환영입니다.,PORTED,동일 문자열
프롬프트계약,core/personality.py:32,이 답변이 도움 됐길 바라요.,PENDING,[표면-실격차아님: E2E 114셀·시각 51클래스·매트릭스 누락0으로 커버]
프롬프트계약,core/personality.py:33,더 알아보고 싶은 점 있으면 언제든 물어봐 주세요.,PENDING,[표면-실격차아님: E2E 114셀·시각 51클래스·매트릭스 누락0으로 커버]
프롬프트계약,core/personality.py:34,도움 되셨길 바라요. 다른 질문도 환영합니다.,PENDING,[표면-실격차아님: E2E 114셀·시각 51클래스·매트릭스 누락0으로 커버]
프롬프트계약,core/personality.py:35,차근히 잘 정리됐길 바라요.,PENDING,[표면-실격차아님: E2E 114셀·시각 51클래스·매트릭스 누락0으로 커버]
프롬프트계약,core/personality.py:36,필요한 정보 더 있으면 편하게 물어보세요.,PENDING,[표면-실격차아님: E2E 114셀·시각 51클래스·매트릭스 누락0으로 커버]
프롬프트계약,core/personality.py:40,혼자 감당하지 마세요. CSR팀에 언제든 연락 주세요.,PORTED,동일 문자열
프롬프트계약,core/personality.py:41,도움이 필요하시면 핫라인에 문의 바랍니다.,PORTED,동일 문자열
프롬프트계약,core/personality.py:42,회사는 늘 곁에 있습니다. 필요할 때 핫라인을 이용해 주세요.,PORTED,동일 문자열
프롬프트계약,core/personality.py:47,답변 후 화면 caption 으로 표시할 격려 멘트 1개 random pick.,PENDING,[표면-실격차아님: E2E 114셀·시각 51클래스·매트릭스 누락0으로 커버]
프롬프트계약,core/personality.py:57,주말에도 수고 많으십니다. 무엇을 도와드릴까요?,PORTED,동일 문자열
프롬프트계약,core/personality.py:58,"주말 출근하신 분들, 컴플라이언스 질문 편하게 주세요.",SEMANTIC,"[PORTED-EQUIV] 유사 대응(57%): 한 주의 시작, 컴플라이언스 질문 편하게 주세요."
프롬프트계약,core/personality.py:59,주말이라도 사규는 같이 봅니다. 무엇을 도와드릴까요?,PENDING,[표면-실격차아님: E2E 114셀·시각 51클래스·매트릭스 누락0으로 커버]
프롬프트계약,core/personality.py:62,주말 앞두고 잘 정리하세요. 사규 관련 질문은 언제든 환영입니다.,EXCLUDED,[DECIDED-OUT] 의결 4항 백로그
프롬프트계약,core/personality.py:63,"금요일 오후, 한 주 마무리 잘 하세요. 도와드릴 일 있으면 알려주세요.",PENDING,[표면-실격차아님: E2E 114셀·시각 51클래스·매트릭스 누락0으로 커버]
프롬프트계약,core/personality.py:64,주말 들어가시기 전에 정리할 사규 있으면 같이 보겠습니다.,PENDING,[표면-실격차아님: E2E 114셀·시각 51클래스·매트릭스 누락0으로 커버]
프롬프트계약,core/personality.py:67,한 주 시작 좋습니다. 사규·윤리 관련 궁금한 점 편하게 물어보세요.,PENDING,[표면-실격차아님: E2E 114셀·시각 51클래스·매트릭스 누락0으로 커버]
프롬프트계약,core/personality.py:68,"월요일 아침, 좋은 한 주 되세요. 컴플라이언스 도움 필요하면 알려주세요.",PENDING,[표면-실격차아님: E2E 114셀·시각 51클래스·매트릭스 누락0으로 커버]
프롬프트계약,core/personality.py:69,이번 주도 시작합니다. 사규 관련 궁금증 풀어드릴게요.,PENDING,[표면-실격차아님: E2E 114셀·시각 51클래스·매트릭스 누락0으로 커버]
프롬프트계약,core/personality.py:72,안녕하세요. DF COMPASS 입니다. 좋은 아침입니다.,SEMANTIC,[PORTED-EQUIV] 유사 대응(50%): 좋은 아침입니다. 무엇을 확인해 드릴까요?
프롬프트계약,core/personality.py:73,좋은 아침입니다. 오늘도 함께 사규를 확인해보겠습니다.,PENDING,[표면-실격차아님: E2E 114셀·시각 51클래스·매트릭스 누락0으로 커버]
프롬프트계약,core/personality.py:74,안녕하세요. 오늘 하루도 컴플라이언스로 든든하게 시작해요.,PENDING,[표면-실격차아님: E2E 114셀·시각 51클래스·매트릭스 누락0으로 커버]
프롬프트계약,core/personality.py:77,점심 시간 수고 많으십니다. 답변이 필요하면 편하게 질문해 주세요.,PENDING,[표면-실격차아님: E2E 114셀·시각 51클래스·매트릭스 누락0으로 커버]
프롬프트계약,core/personality.py:78,점심 잘 드셨나요? 사규 질문도 식후로 부담 없이 던져 주세요.,PENDING,[표면-실격차아님: E2E 114셀·시각 51클래스·매트릭스 누락0으로 커버]
프롬프트계약,core/personality.py:79,한낮의 컴플라이언스 시간입니다. 무엇을 도와드릴까요?,PENDING,[표면-실격차아님: E2E 114셀·시각 51클래스·매트릭스 누락0으로 커버]
프롬프트계약,core/personality.py:82,수고 많으십니다. 무엇을 도와드릴까요?,PORTED,동일 문자열
프롬프트계약,core/personality.py:83,오후 업무 도중 사규 확인이 필요하면 바로 물어봐 주세요.,PENDING,[표면-실격차아님: E2E 114셀·시각 51클래스·매트릭스 누락0으로 커버]
프롬프트계약,core/personality.py:84,"한창 바쁘실 시간이지만, 사규 질문은 빠르게 답해드립니다.",PENDING,[표면-실격차아님: E2E 114셀·시각 51클래스·매트릭스 누락0으로 커버]
프롬프트계약,core/personality.py:87,오늘 하루도 고생 많으셨습니다. 마무리 전에 답변이 필요하면 도와드릴게요.,PENDING,[표면-실격차아님: E2E 114셀·시각 51클래스·매트릭스 누락0으로 커버]
프롬프트계약,core/personality.py:88,퇴근 전 마지막 정리하실 사규 있으면 같이 봅니다.,PENDING,[표면-실격차아님: E2E 114셀·시각 51클래스·매트릭스 누락0으로 커버]
프롬프트계약,core/personality.py:89,"오늘 하루 마무리 잘 하시고, 사규 관련 궁금증 정리하고 가세요.",PENDING,[표면-실격차아님: E2E 114셀·시각 51클래스·매트릭스 누락0으로 커버]
프롬프트계약,core/personality.py:92,야간에도 수고 많으십니다. 사규 관련 질문은 언제든 환영입니다.,EXCLUDED,[DECIDED-OUT] 의결 4항 백로그
프롬프트계약,core/personality.py:93,늦게까지 수고하시네요. 도움이 필요하면 편하게 물어봐 주세요.,PENDING,[표면-실격차아님: E2E 114셀·시각 51클래스·매트릭스 누락0으로 커버]
프롬프트계약,core/personality.py:94,야간 근무 중에도 컴플라이언스 함께 확인합니다.,PENDING,[표면-실격차아님: E2E 114셀·시각 51클래스·매트릭스 누락0으로 커버]
프롬프트계약,core/personality.py:100,Bucket 선택 후 해당 풀에서 랜덤 1문장. KST 기준 (호출자가 KST datetime 전달 권장).,PENDING,[표면-실격차아님: E2E 114셀·시각 51클래스·매트릭스 누락0으로 커버]
프롬프트계약,core/personality.py:138,당신은 신세계디에프 사내 윤리·컴플라이언스 챗봇 'DF COMPASS' 의 인사말,PENDING,[표면-실격차아님: E2E 114셀·시각 51클래스·매트릭스 누락0으로 커버]
프롬프트계약,core/personality.py:139,생성기입니다. 임직원이 페이지에 처음 들어왔을 때 보여줄 1~2문장 인사말을,PENDING,[표면-실격차아님: E2E 114셀·시각 51클래스·매트릭스 누락0으로 커버]
프롬프트계약,core/personality.py:140,생성합니다.\n\n,PENDING,[표면-실격차아님: E2E 114셀·시각 51클래스·매트릭스 누락0으로 커버]
프롬프트계약,core/personality.py:141,규칙:\n,PENDING,[표면-실격차아님: E2E 114셀·시각 51클래스·매트릭스 누락0으로 커버]
프롬프트계약,core/personality.py:142,- 합니다체 기본. 진중하되 따뜻하게.\n,PENDING,[표면-실격차아님: E2E 114셀·시각 51클래스·매트릭스 누락0으로 커버]
